,beer_id,abv,style,brewery
481,8955,0.049,Lager - Pale,Sabeco
482,1761610,0.07,Lager - IPL (India Pale Lager),Dugges Bryggeri
483,865543,0.035,IPA - Session / India Session Ale,Beerbliotek
484,10759,0.065,Pale Ale - American,Oskar Blues Brewery
485,1878578,0.055,Pale Ale - American,Verdant Brewing Co
486,792404,0.047,Altbier,Orbit Beers London
487,1343841,0.046,IPA - Session / India Session Ale,Adnams
488,124445,0.046,IPA - English,Surrey Hills Brewery
489,1390462,0.03,Pale Ale - English,Rooster's Brewing Co
490,1333855,0.055999999999999994,Pale Ale - American,Tiny Rebel Brewing Co
491,1305871,0.055,Gluten-Free,Mikkeller
492,1610993,0.043,Rye Beer,Caledonian Brewing Company 
493,1811515,0.046,Red Ale - Other,Adnams
494,1173294,0.046,IPA - Session / India Session Ale,The Gipsy Hill Brewing Company Ltd.
495,1043483,0.073,IPA - American,Mikkeller
496,40173,0.048,Pilsner - German,Brauerei Veltins
497,100008,0.039,Golden Ale,Twickenham Fine Ales
498,1946433,0.049,Pale Ale - English,Three Fish Brewery 
499,1864866,0.05,Pale Ale - American,BrewDog
500,912790,0.049,IPA - Session / India Session Ale,Oskar Blues Brewery
501,913150,0.052000000000000005,Pilsner - German,Sierra Nevada Brewing Co.
502,1852417,0.05,Red Ale - American Amber / Red,Meantime Brewing Company
503,11746,0.069,IPA - Belgian,Stone Brewing
504,302058,0.043,English Bitter,Portobello Brewery
505,1452505,0.068,IPA - American,Pirate Life Brewing
506,289546,0.065,Blonde Ale,Brasserie des Sources
507,1639,0.048,Kölsch,Cölner Hofbräu Früh
508,20070,0.054000000000000006,Hefeweizen,Augustiner-Bräu München
509,189761,0.042,Fruit Beer,Williams Brothers Brewing Co.
510,22349,0.040999999999999995,Scottish Export Ale,Caledonian Brewing Company 
511,52336,0.08,Belgian Strong Dark Ale,Brasserie d'Achouffe
512,7884,0.045,Pale Ale - Australian,Coopers Brewery
513,10467,0.05,Pale Ale - English,Williams Brothers Brewing Co.
514,10647,0.051,IPA - English,Williams Brothers Brewing Co.
515,25784,0.048,Schwarzbier,Köstritzer Schwarzbierbrauerei
516,77447,0.040999999999999995,Lager - IPL (India Pale Lager),Williams Brothers Brewing Co.
517,801740,0.053,Lager - Euro,Köthener Brauerei
518,30251,0.055,Lager - Pale,Gallia 1890
519,781387,0.045,Stout - Irish Dry,McGargles
520,461738,0.06,English Bitter,Brasserie la Rouget de Lisle
521,209653,0.06,Gruit / Ancient Herbed Ale,Brasserie la Rouget de Lisle
522,748043,0.045,Pale Ale - American,McGargles
523,548939,0.075,Bière de Garde,Brasserie la Rouget de Lisle
524,206062,0.075,Porter - Other,Brasserie la Rouget de Lisle
525,1501670,0.06,Blonde Ale - Belgian Blonde / Golden,Brasserie d'Achouffe
526,1812282,0.05,Cider,Les Celliers De L'Odet
527,620179,0.07,Pale Ale - English,Köstritzer Schwarzbierbrauerei
528,65582,0.05,Dark Ale,Peak Ales
529,1786347,0.05,Porter - English,Pershore Brewery
530,28346,0.045,Stout - Other,Titanic Brewery
531,66909,0.037000000000000005,English Bitter,The Shotover Brewing Company
532,1311564,0.045,Red Ale - American Amber / Red,"Fuller, Smith & Turner "
533,74602,0.06,Stout - Milk / Sweet,Saugatuck Brewing Company
534,8137,0.039,Scottish Export Ale,Belhaven Brewery
535,296242,0.04,Smoked Beer,Clearwater Brewery
536,941185,0.037000000000000005,Pale Ale - English,The Shotover Brewing Company
537,1925169,0.057999999999999996,Brown Ale - American,Siren Craft Brew
538,1934184,0.039,Red Ale - American Amber / Red,Lakehouse Brewing Company
539,14330,0.045,English Bitter,Sainsbury's
540,961024,0.043,Dark Ale,Spire Brewing Co.
541,31224,0.042,English Bitter,Peak Ales
542,1551894,0.046,Pale Ale - American,Backyard Brewery
543,6049,0.05,Witbier,Brasserie des Cimes
544,400100,0.04,Braggot,The Great Yorkshire Brewery
545,1109610,0.044000000000000004,Pale Ale - American,SQUAWK Brewing Company
546,614597,0.08800000000000001,IPA - Imperial / Double Black,Thornbridge Brewery
547,1798518,0.057999999999999996,Scotch Ale / Wee Heavy,Charles Wells Brewery
548,1516585,0.068,Porter - English,Robinsons Brewery
549,1939934,0.042,English Bitter,Wye Valley Brewery
550,1353,0.059000000000000004,IPA - English,Goose Island Beer Co.
551,4473,0.043,Stout - Irish Dry,Guinness
552,1821645,0.065,Porter - Other,Titanic Brewery
553,1070,0.099,Stout - Russian Imperial,Lagunitas Brewing Company
554,356179,0.045,Cider,Åbro Bryggeri
555,1103018,0.042,Stout - Irish Dry,Guinness
556,4507,0.05,Cider,Bulmers Cider
557,1527864,0.045,IPA - English,Bowland Brewery
558,6439,0.05,Lager - Euro,Carlsberg UK
559,1668522,0.04,Pilsner - Czech,Pivovary Staropramen
560,739310,0.038,Pale Ale - American,Tempest Brewing Co
561,856182,0.047,Porter - Other,Wild Card Brewery
562,1840024,0.055999999999999994,Pale Ale - American,Luppolo Brewing Company
563,1874252,0.046,Lager - Euro,Luppolo
564,200009,0.045,Pale Ale - American,Hackney Brewery
565,46422,0.038,English Bitter,Sambrook's Brewery
566,277758,0.047,Cream Ale,Crowbar & Bryggeri
567,7309,0.038,English Bitter,Black Sheep
568,1332115,0.04,English Bitter,Hogs Back Brewery
569,313550,0.057999999999999996,IPA - Red,Siren Craft Brew
570,361035,0.042,English Bitter,Theakston
571,755697,0.043,Blonde Ale,The London Beer Factory
572,1936093,0.04,English Bitter,The George Inn
573,1648815,0.047,Pale Ale - International,Voss Bryggeri
574,1067007,0.053,Pale Ale - American,Vocation
575,1714907,0.040999999999999995,Pale Ale - Australian,Stomping Ground Brewing Co
576,53438,0.07,IPA - American,BrewFist
577,425095,0.04,Ginger Beer,4 Pines Brewing Company
578,1843438,0.047,Pale Ale - American,KAIJU! Beer
579,136670,0.062000000000000006,Rye IPA,Beavertown
580,1622813,0.052000000000000005,Pale Ale - American,Fury And Son Brewing Company
581,413393,0.048,Red Ale - American Amber / Red,Dainton Family Brewery
582,4743,0.08,Scotch Ale / Wee Heavy,Oskar Blues Brewery
583,1754829,0.047,Altbier,Sailors Grave Brewing
584,208586,0.115,Porter - Imperial / Double,Evil Twin Brewing
585,1663139,0.049,IPA - Session / India Session Ale,Mornington Peninsula Brewery
586,1830,0.1,Belgian Quad,Bierbrouwerij De Koningshoeven
587,1836153,0.042,Pale Ale - Australian,Moon Dog Craft Brewery
588,1232351,0.065,Pale Ale - American,Nail Brewing Australia
589,829354,0.053,Pale Ale - American,Barrow Boys Brewing
590,1556158,0.069,IPA - American,Stomping Ground Brewing Co
591,1204571,0.042,Pale Ale - American,4 Pines Brewing Company
592,1205183,0.083,Saison / Farmhouse Ale,Feral Brewing Company
593,458334,0.027999999999999997,Pale Ale - American,Fortitude Brewing Company
594,1509269,0.048,Pale Ale - American,Social Bandit Brewing Company 
595,265211,0.055,Pilsner - Other,Garage Project
596,924273,0.05,Pale Ale - Australian,Blackman's Brewery
597,169731,0.048,Australian Sparkling Ale,Prickly Moses
598,157257,0.04,English Bitter,Young Henrys Brewing Company
599,13276,0.05,Lager - Pale,Olympic Brewery
600,226839,0.033,Pale Ale - English,Ilkley Brewery Co.
601,318972,0.04,English Bitter,Dawkins Ales
602,1820744,0.048,Pilsner - Other,Arbor Ales
603,1040692,0.065,IPA - English,Lawman Brewco
604,1539085,0.05,Rye Beer,Lawman Brewco
605,1941701,0.048,Pale Ale - International,Butcombe Brewery 
606,72160,0.05,Lager - Euro,Amstel Bier
607,1517546,0.048,Stout - Other,Beat Ales
608,1931715,0.08199999999999999,IPA - Imperial / Double,Electric Bear Brewing Co
609,189707,0.038,English Bitter,Bespoke Brewing Co.
610,1947015,0.066,Porter - American,Rubber Duck Brewery
611,1702015,0.048,Kellerbier / Zwickelbier,Lost And Grounded Brewers
612,1938382,0.046,English Bitter,Twisted Brewing Co
613,1908516,0.055,Porter - English,James Street Brewery
614,951053,0.048,Golden Ale,Gloucester Brewery
615,1794274,0.036000000000000004,Pale Ale - English,Charles Wells Brewery
616,1903608,0.046,Stout - Milk / Sweet,Animal Brewing Co
617,1327084,0.054000000000000006,Porter - Other,Magic Rock Brewing
618,1763700,0.066,IPA - Imperial / Double Black,Fourpure Brewing Co
619,1508209,0.048,Witbier,Northern Monk
620,424632,0.055,Pale Ale - New Zealand,Arbor Ales
621,1050904,0.04,Blonde Ale,Crystalbrew
622,1817839,0.048,English Bitter,Brewster's Brewery
623,1404994,0.0,Pale Ale - American,The Salutation Inn
624,1862625,0.045,Pale Ale - American,Vocation
625,1603861,0.11,IPA - Imperial / Double,Wild Weather Ales
626,978066,0.042,English Bitter,Exit 33
627,259662,0.065,Porter - American,Rooie Dop
628,8653,0.052000000000000005,Lager - Pale,Duvel Moortgat
629,1309415,0.040999999999999995,English Bitter,Camerons Brewery
630,975390,0.04,Pale Ale - English,Rudgate Brewery
631,51890,0.040999999999999995,Blonde Ale,Wharfe Beer Company
632,15490,0.066,Strong Ale - English,Wychwood Brewery
633,1785632,0.039,Pale Ale - English,Exit 33
634,1095513,0.046,IPA - Session / India Session Ale,Dry & Bitter Brewing Company
635,106,0.051,Golden Ale,Moorhouse's Brewery
636,1924547,0.055,Stout - Other,Abbeydale Brewery
637,989762,0.055,Pale Ale - American,Brighton Bier
638,241219,0.042,Blonde Ale,The Cheshire Brewhouse
639,521833,0.045,Winter Ale,Charles Wells Brewery
640,989661,0.040999999999999995,Lager - Pale,Guinness
641,7552,0.04,English Bitter,Sharp's Brewery
642,1860706,0.026000000000000002,Lager - Euro,Brasserie Champigneulles
643,7221,0.05,Pilsner - Other,Koninklijke Grolsch
644,449648,0.05,Pale Ale - American,Blacks Of Kinsale 
645,865784,0.05,Hefeweizen,Mauritius Brauerei
646,3783,0.05,Lager - North American Adjunct,Anheuser-Busch
647,1507127,0.045,Cider,Bulmers Ireland
648,1339090,0.042,Gluten-Free,Van Pur
649,221493,0.047,Perry,Bulmers Ireland
650,1533,0.040999999999999995,Stout - Irish Dry,Beamish & Crawford Plc.
651,173782,0.047,Pilsner - Czech,Praga
652,344575,0.053,Perry,Woodgate
653,511451,0.044000000000000004,Red Ale - Irish,McGargles
654,1196302,0.045,Cider,Bulmers Ireland
655,6422,0.049,Witbier,Brouwerij van Hoegaarden
656,24491,0.04,Lager - Pale,Molson Coors (UK)
657,6344,0.05,Lager - Pale,Boon Rawd Brewery
658,1271519,0.045,Cider,McCann's Harvest
659,32854,0.055,Lager - Euro,Browar Warka (Grupa Żywiec)
660,5940,0.066,Blonde Ale - Belgian Blonde / Golden,Abbaye de Leffe
661,401096,0.065,IPA - Black / Cascadian Dark Ale,Great Heck Brewing Co Ltd
662,1654563,0.048,Sour - Gose,Oedipus Brewing
663,1171989,0.053,Pale Ale - American,The Kernel Brewery
664,1902814,0.040999999999999995,English Bitter,Slater's Ales
665,1511619,0.047,Rye IPA,ALDI Stores UK
666,1116336,0.043,Rye Beer,Kew Brewery
667,306504,0.048,Brown Ale - English,Belleville Brewing Co
668,1769667,0.037000000000000005,IPA - Session / India Session Ale,Wishbone
669,332064,0.042,English Bitter,Cottage Brewing Co.
670,1909789,0.044000000000000004,English Mild Ale,The Gipsy Hill Brewing Company Ltd.
671,1863547,0.03,Pale Ale - English,Howling Hops
672,75501,0.04,English Bitter,Pilgrim
673,1906353,0.09,IPA - Imperial / Double,Cloudwater Brew Co.
674,1488120,0.07400000000000001,Stout - Imperial / Double,Time and Tide Brewing
675,297610,0.038,Hefeweizen,Pressure Drop Brewing
676,891243,0.048,Porter - English,Burning Sky Brewery
677,1686136,0.063,Porter - Other,Howling Hops
678,1686557,0.08,IPA - Imperial / Double,Verdant Brewing Co
679,88498,0.037000000000000005,English Bitter,Pilgrim
680,1931719,0.057,Brown Ale - American,Big Smoke Brew Co.
681,1875427,0.06,Brown Ale - Imperial / Double,Mallinsons
682,35653,0.065,IPA - American,Bristol Beer Factory
683,52694,0.048,Pale Ale - English,Oakham Ales
684,4997,0.07200000000000001,IPA - American,Sierra Nevada Brewing Co.
685,184144,0.046,Red Ale - American Amber / Red,Tiny Rebel Brewing Co
686,1544068,0.048,Lager - Pale,Cloudwater Brew Co.
687,730664,0.055,IPA - American,Runaway Brewery
688,6252,0.044000000000000004,Golden Ale,Bath Ales
689,1811167,0.05,Red Ale - Other,ALDI Stores UK
690,1611936,0.04,English Bitter,The Crafty Brewing Company Ltd
691,1267482,0.055,Pale Ale - American,Verdant Brewing Co
692,1068622,0.048,Pilsner - Other,Andwell Brewing Company
693,1836980,0.065,Cream Ale,Brouwerij Kees
694,390185,0.045,Cider,Bulmers Cider
695,581,0.049,Schwarzbier,Dinkelacker-Schwaben Bräu
696,6451,0.0525,IPA - Session / India Session Ale,Alpine Beer Company
697,426849,0.038,Pale Ale - English,Upham Brewery
698,387186,0.04,English Bitter,Long Man Brewery
699,28520,0.05,Extra Special / Strong Bitter,Triple fff Brewery
700,33040,0.08,Fruit Beer,Brouwerij Huyghe
701,8048,0.052000000000000005,Lager - Euro,Unicer Bebidas
702,47817,0.038,English Bitter,Triple fff Brewery
703,57125,0.044000000000000004,Golden Ale,Brewster's Brewery
704,1751620,0.047,Sour - Ale,Lost Industry
705,133555,0.11,IPA - Triple,Steel Toe Brewing
706,954584,0.062000000000000006,IPA - White,Urban Growler Brewing Company
707,492633,0.075,IPA - American,Revolution Brewing Company
708,1775995,0.052000000000000005,Blonde Ale,Lakefront Brewery
709,1502705,0.06,IPA - American,Urban Harvest Brewing Company 
710,1382875,0.045,Perry,Farmer Jim
711,1885865,0.085,IPA - Imperial / Double,Summit Brewing Company
712,914018,0.062000000000000006,IPA - English,Urban Growler Brewing Company
713,98726,0.065,Saison / Farmhouse Ale,Milwaukee Brewing Company
714,1616067,0.051,Sour - Gose,Lakefront Brewery
715,1389487,0.052000000000000005,Winter Warmer,Twickenham Fine Ales
716,2743,0.0666,Pale Ale - American,3 Floyds Brewing Company
717,46803,0.04,Pale Ale - English,Windsor & Eton
718,129159,0.068,IPA - American,Haymarket Pub and Brewery
719,49489,0.066,IPA - American,The Kernel Brewery
720,184268,0.038,English Bitter,Pheasantry Brewery
721,13559,0.062000000000000006,Pale Ale - American,3 Floyds Brewing Company
722,1912381,0.06,IPA - American,MobCraft Beer
723,991621,0.057,Sour - Ale,Fair State Brewing Cooperative
724,1608205,0.07,IPA - American,Bang Brewing
725,128814,0.044000000000000004,Porter - Other,The Sheffield Brewery Company
726,1382065,0.040999999999999995,Golden Ale,Marston's Brewery
727,1899325,0.042,Red Ale - Other,Upham Brewery
728,151075,0.04,Blonde Ale,Bradfield Brewery
729,1895290,0.037000000000000005,Pale Ale - English,Blue Bee Brewery
730,232793,0.07,Belgian Strong Golden Ale,Great Storm Brewing
731,74520,0.039,English Bitter,Theakston
732,1469446,0.042,Pale Ale - English,Madness Brewing Co.
733,9923,0.043,Pale Ale - English,Abbeydale Brewery
734,10106,0.044000000000000004,Porter - Other,Acorn Brewery
735,1017525,0.05,Stout - Other,Stancill Brewery
736,380281,0.044000000000000004,Porter - Other,Dukeries Brewery
737,1654257,0.042,Blonde Ale,Little Critters Brewing Company
738,1768066,0.04,Blonde Ale,Blackhill Brewery
739,1888293,0.046,Pale Ale - International,Neepsend Brew Co.
740,87245,0.04,English Bitter,Brains
741,41665,0.040999999999999995,Golden Ale,Theakston
742,1010864,0.045,Pale Ale - English,Thornbridge Brewery
743,140320,0.055,Stout - Other,Kelham Island Brewery
744,839455,0.05,Stout - Russian Imperial,Fuggle Bunny
745,8676,0.043,Pale Ale - English,Timothy Taylor & Co. Ltd
746,78277,0.040999999999999995,English Bitter,Tyne Bank Brewery
747,14031,0.039,Blonde Ale,Ossett Brewery
748,985970,0.04,Pale Ale - American,Fernandes Brewery
749,7705,0.059000000000000004,IPA - English,Thornbridge Brewery
750,1078860,0.055,IPA - English,Saltaire Brewery
751,462917,0.038,Blonde Ale,Whitby Brewery
752,1556763,0.045,IPA - English,Isaac Poad
753,232426,0.042,English Bitter,The Cheshire Brewhouse
754,589513,0.042,English Bitter,Whitby Brewery
755,756879,0.039,Pale Ale - English,Stancill Brewery
756,1793242,0.052000000000000005,Blonde Ale,Wychwood Brewery
757,10850,0.036000000000000004,Golden Ale,York Brewery 
758,78634,0.042,Golden Ale,Joseph Holt
759,50269,0.043,Blonde Ale,Ossett Brewery
760,703778,0.038,Pale Ale - English,Great Heck Brewing Co Ltd
761,1862529,0.05,Porter - English,Tapped Brew Co
762,1911049,0.045,IPA - English,Tigertops Brewery
763,390214,0.045,Stout - Other,The Cheshire Brewhouse
764,940518,0.038,Rye IPA,Slater's Ales
765,387722,0.040999999999999995,Golden Ale,Cottage Brewing Co.
766,1826118,0.045,Pale Ale - American,Camerons Brewery
767,589531,0.04,English Bitter,Whitby Brewery
768,1707,0.042,Golden Ale,Greene King
769,16482,0.06,Old Ale,Greene King
770,307702,0.049,Pale Ale - International,Milestone Brewing Co
771,42156,0.042,Pale Ale - English,Redwillow Brewery
772,1573,0.055,Witbier,Kiuchi Brewery
773,45917,0.040999999999999995,Red Ale - American Amber / Red,Meantime Brewing Company
774,1916699,0.045,Pale Ale - American,Bad Seed Brewery
775,1953012,0.043,Porter - English,Horbury Ales
776,156480,0.05,Dunkelweizen,Waitrose
777,2033,0.048,English Bitter,Mordue Brewery
778,544547,0.07200000000000001,IPA - Imperial / Double,Greene King
779,27247,0.044000000000000004,Winter Ale,Titanic Brewery
780,439993,0.043,Stout - Other,Everards Brewery
781,135546,0.05,Hefeweizen,Waitrose
782,1447875,0.042,Stout - Oatmeal,Firebrand Brewing Company
783,6511,0.084,Belgian Tripel,Brouwerij Bosteels
784,24126,0.066,IPA - Black / Cascadian Dark Ale,Thornbridge Brewery
785,1951721,0.047,Golden Ale,Blue Bee Brewery
786,46329,0.040999999999999995,English Bitter,White Horse Brewery
787,266682,0.044000000000000004,English Bitter,Bass Brewers
788,167875,0.04,Golden Ale,Shepherd Neame
789,3121,0.05,Extra Special / Strong Bitter,Greene King
790,32722,0.045,English Bitter,Shepherd Neame
791,338611,0.045,IPA - English,Charles Wells Brewery
792,14649,0.038,IPA - English,Caledonian Brewing Company 
793,1710308,0.051,IPA - English,Theakston
794,80554,0.04,English Bitter,Wooden Hand Brewery
795,5101,0.040999999999999995,English Bitter,Charles Wells Brewery
796,1763775,0.04,Pale Ale - American,Black Sheep
797,11996,0.042,English Bitter,Everards Brewery
798,884713,0.052000000000000005,Pale Ale - American,Navigation Brewery
799,526738,0.04,Pale Ale - English,Skinners Brewing Co
800,1516780,0.04,Braggot,Skinners Brewing Co
801,90300,0.048,Dark Ale,Nutbrook Brewery
802,9177,0.06,Cider,Healey's Cornish Cyder Farm
803,10341,0.049,Winter Ale,Batemans
804,113559,0.047,English Bitter,Marston's Brewery
805,14646,0.042,Golden Ale,Oakham Ales
806,65579,0.038,English Bitter,Peak Ales
807,160314,0.032,English Bitter,Charles Wells Brewery
808,6215,0.038,Blonde Ale,Castle Rock Brewery
809,452409,0.048,Fruit Beer,Grafton Brewing Company
810,1436497,0.05,Pale Ale - American,Little Critters Brewing Company
811,1326204,0.048,Stout - Other,Grafton Brewing Company
812,1000496,0.038,English Bitter,Ringwood Brewery
813,1499443,0.04,Pale Ale - English,Pentrich Brewing Co.
814,112480,0.05,Stout - Milk / Sweet,Thornbridge Brewery
815,1575475,0.045,Red Ale - American Amber / Red,Langwith
816,970664,0.049,Porter - English,Pheasantry Brewery
817,920773,0.05,Golden Ale,Hopcraft Brewing
818,1755037,0.047,Golden Ale,Landlocked
819,217429,0.049,Pale Ale - English,Tollgate Brewery
820,1774106,0.048,Porter - English,Langwith
821,1907426,0.042,Porter - Other,Castle Rock Brewery
822,6287,0.04,Golden Ale,Jennings Brewery
823,1536513,0.066,Porter - American,Neon Raptor Brewing Co.
824,1308447,0.042,Porter - English,Abstract Jungle
825,95405,0.048,Golden Ale,Frog Island Brewery
826,1902880,0.055,Stout - Other,Welbeck Abbey
827,222822,0.049,Pale Ale - American,Blue Monkey Brewery 
828,1305050,0.04,Pale Ale - English,Grafton Brewing Company
829,1829566,0.042,Golden Ale,Greene King
830,784283,0.05,IPA - Black / Cascadian Dark Ale,Leighton Buzzard Brewing Co.
831,960823,0.037000000000000005,Blonde Ale,Three B's Brewery
832,52870,0.035,Pale Ale - English,Hawkshead Brewery
833,12170,0.038,English Bitter,Cotleigh Brewery
834,26993,0.042,English Bitter,The Coach House Brewing Co
835,1219426,0.039,English Bitter,Wadworth Co.
836,327778,0.042,English Bitter,Storm Brewing Co.
837,8866,0.042,Pale Ale - English,Hanlons Brewery
838,64350,0.045,Golden Ale,Box Steam Brewery
839,1815639,0.042,Pale Ale - American,Abbeydale Brewery
840,1259122,0.040999999999999995,English Bitter,White Swan
841,44784,0.043,English Bitter,Westerham Brewery Company Ltd.
842,291464,0.035,Dark Ale,Dark Star Brewing Co.
843,46823,0.039,Golden Ale,Hadrian Border Brewery
844,1320645,0.05,Stout - Other,Ossett Brewery
845,1075067,0.047,Pale Ale - American,Mad Squirrel Brewing Company
846,1548367,0.047,Pale Ale - English,Kew Brewery
847,893032,0.044000000000000004,Pale Ale - English,Ayr Brewing Company
848,92685,0.04,English Bitter,Stonehenge Ales
849,429365,0.038,Pale Ale - English,Aylesbury Brewhouse Co. 
850,986041,0.04,English Bitter,Bedlam Brewery
851,85546,0.043,Porter - English,Ayr Brewing Company
852,73927,0.038,English Mild Ale,Banks & Taylor
853,588357,0.045,Sour - Gose,Axholme Brewing Company
854,57820,0.040999999999999995,Golden Ale,Banks & Taylor
855,57817,0.038,English Bitter,Banks & Taylor
856,166935,0.045,Stout - Other,Lancaster Brewery
857,1053458,0.039,Pale Ale - English,Vocation
858,835586,0.052000000000000005,Porter - Other,One Mile End Brewery
859,37810,0.045,Stout - Other,Banks & Taylor
860,32552,0.042,English Bitter,Fyne Ales
861,1961796,0.042,Blonde Ale - Belgian Blonde / Golden,Banks & Taylor
862,1961548,0.038,Pale Ale - English,Aylesbury Brewhouse Co. 
863,75177,0.05,Pale Ale - American,The Atomic Brewery
864,1942216,0.048,Extra Special / Strong Bitter,Windsor & Eton
865,57822,0.045,Pale Ale - English,Banks & Taylor
866,621363,0.049,Pale Ale - English,SQUAWK Brewing Company
867,675425,0.035,Pale Ale - New Zealand,Hawkshead Brewery
868,171808,0.038,Pale Ale - English,Fernandes Brewery
869,1953066,0.063,Pale Ale - English,Cloudwater Brew Co.
870,1526180,0.062000000000000006,IPA - English,Track Brewing Company
871,1804392,0.062000000000000006,Rye IPA,Brussels Beer Project
872,1902811,0.07,Stout - Foreign / Export,BrewDog
873,1822545,0.048,Pale Ale - American,Mondo Brewing Company 
874,1755155,0.09,Barleywine - American,Brussels Beer Project
875,1922278,0.07,IPA - English,Shiny Brewing
876,1445215,0.038,English Bitter,Church End Brewery
877,1910964,0.06,IPA - American,Salopian Brewery
878,1929098,0.051,Brown Ale - Other,Mondo Brewing Company 
879,1932971,0.068,IPA - American,BrewDog
880,1794499,0.048,Saison / Farmhouse Ale,Green Duck Beer Company
881,1815509,0.066,IPA - American,DEYA Brewing Company
882,10891,0.085,Saison / Farmhouse Ale,Boulevard Brewing Co.
883,1906449,0.065,Pale Ale - Belgian,Omnipollo
884,1615573,0.07400000000000001,Bière de Champagne / Bière Brut,Brouwerij Oud Beersel
885,1929142,0.05,IPA - American,Green Duck Beer Company
886,27240,0.04,Golden Ale,Salopian Brewery
887,1648323,0.048,IPA - English,Brightside Brewing Company
888,23292,0.09,IPA - Triple,Brouwerij The Musketeers
889,1866184,0.063,IPA - American,Lines Brew Co.
890,69308,0.045,Golden Ale,Great Orme Brewery
891,436383,0.048,Pilsner - German,ALDI Stores UK
892,1757155,0.055,Pale Wheat Ale - American,Crafty Devil Brewing Co
893,24400,0.035,Pale Ale - English,Thornbridge Brewery
894,11224,0.068,Sour - Flanders Red Ale,Brouwerij Verhaeghe
895,413517,0.065,Stout - Other,Hopcraft Brewing
896,1610138,0.04,Pale Ale - English,Great Heck Brewing Co Ltd
897,1832736,0.055999999999999994,Porter - Other,Hardknott
898,1923205,0.054000000000000006,IPA - Red,Deva Craft Beer
899,164888,0.038,Blonde Ale,Brightside Brewing Company
900,1407116,0.044000000000000004,Pale Ale - American,Tiny Rebel Brewing Co
901,1460505,0.042,Porter - Other,Edinbrew
902,1844544,0.09,IPA - Imperial / Double,Cloudwater Brew Co.
903,49168,0.054000000000000006,Lager - North American Adjunct,Grupo Cervezas Alhambra
904,1838876,0.04,Porter - Other,Beer Nouveau
905,1169783,0.07400000000000001,IPA - Black / Cascadian Dark Ale,Salopian Brewery
906,793844,0.037000000000000005,Pale Ale - English,Northern Monk
907,11053,0.105,Stout - Russian Imperial,Dark Star Brewing Co.
908,1834,0.053,Dunkelweizen,Hacker-Pschorr
909,6797,0.046,Pilsner - Other,Carlsberg Group
910,1590957,0.042,Pilsner - Czech,Lonerider Brewing Company
911,1655815,0.048,Pilsner - Other,The Five Points Brewing Company
912,1875878,0.045,IPA - English,Grill And Grain
913,861484,0.06,Pale Ale - American,BRLO 
914,1214727,0.078,IPA - Imperial / Double,Eden Brewery
915,3775,0.055,Pale Ale - American,Flying Dog Brewery
916,1754036,0.068,IPA - American,Magic Rock Brewing
917,1824702,0.054000000000000006,Pale Ale - American,Lonerider Brewing Company
918,127729,0.06,IPA - American,Oakham Ales
919,47587,0.06,IPA - English,Dunham Massey Brewing Company
920,1452734,0.081,Stout - Imperial Milk / Sweet,Stone Brewing - Berlin
921,16488,0.048,Pale Ale - American,Saltaire Brewery
922,1088169,0.04,Sour - Berliner Weisse,BRLO 
923,1541,0.042,English Bitter,Coniston Brewing Company
924,405262,0.044000000000000004,Pale Ale - American,The Five Points Brewing Company
925,53166,0.04,Fruit Beer,Saltaire Brewery
926,35225,0.04,Blonde Ale,Saltaire Brewery
927,1935128,0.038,Golden Ale,Grill And Grain
928,1015489,0.066,IPA - American,Lonerider Brewing Company
929,20256,0.045,English Bitter,Dunham Massey Brewing Company
930,18099,0.07200000000000001,Strong Ale - American,Arrogant Brewing
931,1875869,0.042,English Bitter,Grill And Grain
932,103385,0.039,Pale Ale - English,Redwillow Brewery
933,1790694,0.039,English Bitter,Fell Brewery
934,46576,0.047,Extra Special / Strong Bitter,George Wright Brewing Company
935,1737245,0.055999999999999994,Sour - Ale,Chorlton Brewing Company
936,12892,0.045,Burton Ale,Marston's Brewery
937,44941,0.042,Gluten-Free,Hop Back Brewery
938,306587,0.055,IPA - English,Outstanding Brewing Co 
939,177007,0.05,Pilsner - Czech,Bernard Family Brewery/ Rodinný pivovar Bernard a.s.
940,781621,0.039,English Bitter,Brewsmith Beer Ltd
941,74093,0.055,Pilsner - Other,Tanzania Breweries
942,1180547,0.040999999999999995,Red Ale - American Amber / Red,Martland Mill Brewery
943,606666,0.049,IPA - American,Heavy Industry Brewing
944,769330,0.069,IPA - American,Wiper And True
945,1423206,0.04,English Bitter,Wily Fox Brewery
946,1070192,0.048,Pale Ale - English,Track Brewing Company
947,871,0.11,Belgian Quad,Brouwerij Van Honsebrouck
948,35984,0.045,Golden Ale,Salopian Brewery
949,1912051,0.045,Red Ale - Other,Brunswick Brewing Company
950,1238153,0.07400000000000001,IPA - Imperial / Double,Fyne Ales
951,742011,0.07,Hefeweizen,Brussels Beer Project
952,1686134,0.075,Rye IPA,Weird Beard Brew Co.
953,1005463,0.054000000000000006,Sour - Ale,Chorlton Brewing Company
954,882564,0.039,Pale Ale - English,Martland Mill Brewery
955,1050890,0.045,Sour - Ale,Dugges Bryggeri
956,1897450,0.038,Pale Ale - English,Dark Star Brewing Co.
957,65736,0.06,Pale Ale - Belgian,Brouwerij Corsendonk
958,15078,0.047,Lager - Dark,BrewDog
959,1131443,0.038,Pale Ale - English,Firebird Brewing Co
